ACCT,BUDGET,COST TO DATE,COMMITMENTS,TIPO,REF,GEN_ACCT,Etapa,VARIANCE
3403-016,70000.0,73500.0,0.0,Below the Line,Detalle,,SHOOT,-3500.0
3403-019,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3403-020,40000.0,40000.0,0.0,Below the Line,Detalle,,PREP,0.0
3403-023,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3403-024,8000.0,8000.0,0.0,Below the Line,Detalle,,PREP,0.0
3403-025,56000.0,56000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3403-028,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3403-029,10500.0,0.0,0.0,Below the Line,Detalle,,SHOOT,10500.0
3403-032,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3403-033,6000.0,16500.0,0.0,Below the Line,Detalle,,SHOOT,-10500.0
3403-036,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3403-037,8000.0,8500.0,0.0,Below the Line,Detalle,,2nd Unit,-500.0
3403-038,16000.0,19940.0,0.0,Below the Line,Detalle,,2nd Unit,-3940.0
3407-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3407-004,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3407-005,199500.0,218350.0,0.0,Below the Line,Detalle,,SHOOT,-18850.0
3407-006,5700.0,4200.0,0.0,Below the Line,Detalle,,SHOOT,1500.0
3407-007,39900.0,37550.0,0.0,Below the Line,Detalle,,SHOOT,2350.0
3407-010,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3407-011,57000.0,38700.0,0.0,Below the Line,Detalle,,2nd Unit,18300.0
3407-012,3800.0,2850.0,0.0,Below the Line,Detalle,,2nd Unit,950.0
3407-013,11400.0,11400.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3408-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3408-003,100000.0,65000.0,0.0,Below the Line,Detalle,,SHOOT,35000.0
3410-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3410-003,682500.0,740941.71,0.0,Below the Line,Detalle,,SHOOT,-58441.70999999996
3410-004,327600.0,286661.22,0.0,Below the Line,Detalle,,SHOOT,40938.78000000003
3410-005,1037400.0,1051555.91,0.0,Below the Line,Detalle,,SHOOT,-14155.909999999916
3410-006,491400.0,504278.14999999997,0.0,Below the Line,Detalle,,SHOOT,-12878.149999999965
3410-007,491400.0,504278.14999999997,0.0,Below the Line,Detalle,,SHOOT,-12878.149999999965
3410-008,123500.0,167090.27,0.0,Below the Line,Detalle,,SHOOT,-43590.26999999999
3410-011,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3410-012,100000.0,93998.672,0.0,Below the Line,Detalle,,SHOOT,6001.327999999994
3410-013,693750.0,794524.4,0.0,Below the Line,Detalle,,SHOOT,-100774.40000000002
3410-016,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3410-017,165000.0,163652.75,0.0,Below the Line,Detalle,,2nd Unit,1347.25
3410-018,79200.0,125380.26000000001,0.0,Below the Line,Detalle,,2nd Unit,-46180.26000000001
3410-019,250800.0,218905.02,0.0,Below the Line,Detalle,,2nd Unit,31894.98000000001
3410-020,118800.0,120712.5,0.0,Below the Line,Detalle,,2nd Unit,-1912.5
3410-021,118800.0,120712.5,0.0,Below the Line,Detalle,,2nd Unit,-1912.5
3410-022,20900.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,20900.0
3412-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-003,22370.0,56016.346000000005,0.0,Below the Line,Detalle,,SHOOT,-33646.346000000005
3412-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-007,500000.0,510500.0,0.0,Below the Line,Detalle,,SHOOT,-10500.0
3412-010,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-011,571000.0,571000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3412-014,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-015,700000.0,700000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3412-018,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-019,75000.0,75000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3412-022,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-023,15000.0,70000.0,0.0,Below the Line,Detalle,,SHOOT,-55000.0
3412-026,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-027,30000.0,140000.0,0.0,Below the Line,Detalle,,SHOOT,-110000.0
3412-030,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-031,25000.0,60000.0,0.0,Below the Line,Detalle,,SHOOT,-35000.0
3412-034,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-035,77586.21,77586.21,0.0,Below the Line,Detalle,,SHOOT,0.0
3412-038,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-039,58189.66,0.0,0.0,Below the Line,Detalle,,SHOOT,58189.66
3412-042,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-043,370272.0,429685.0,0.0,Below the Line,Detalle,,SHOOT,-59413.0
3412-046,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-047,30000.0,15000.0,0.0,Below the Line,Detalle,,SHOOT,15000.0
3412-050,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-051,40000.0,15000.0,0.0,Below the Line,Detalle,,SHOOT,25000.0
3412-054,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-055,25000.0,20000.0,0.0,Below the Line,Detalle,,SHOOT,5000.0
3412-058,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-059,45000.0,45000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3412-062,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-063,45000.0,51750.0,0.0,Below the Line,Detalle,,SHOOT,-6750.0
3412-066,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-067,100000.0,80000.0,0.0,Below the Line,Detalle,,SHOOT,20000.0
3412-070,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-071,150000.0,157000.0,0.0,Below the Line,Detalle,,SHOOT,-7000.0
3412-074,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-075,125000.0,125000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3412-078,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-079,60000.0,45000.0,0.0,Below the Line,Detalle,,SHOOT,15000.0
3412-082,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-083,30000.0,0.0,0.0,Below the Line,Detalle,,SHOOT,30000.0
3412-086,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-087,300000.0,300000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3412-090,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-091,50000.0,25000.0,0.0,Below the Line,Detalle,,SHOOT,25000.0
3412-094,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-095,25000.0,35000.0,0.0,Below the Line,Detalle,,SHOOT,-10000.0
3412-098,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-099,55000.0,50000.0,0.0,Below the Line,Detalle,,SHOOT,5000.0
3412-102,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-103,60000.0,40000.0,0.0,Below the Line,Detalle,,SHOOT,20000.0
3412-106,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-107,56187.5,58000.0,0.0,Below the Line,Detalle,,SHOOT,-1812.5
3412-110,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-111,15000.0,102830.72,0.0,Below the Line,Detalle,,SHOOT,-87830.72
3412-114,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-115,10000.0,8620.71,0.0,Below the Line,Detalle,,SHOOT,1379.2900000000009
3412-118,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-119,30000.0,0.0,0.0,Below the Line,Detalle,,SHOOT,30000.0
3412-122,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-123,5000.0,0.0,0.0,Below the Line,Detalle,,SHOOT,5000.0
3412-126,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-127,2701500.0,2155.17,0.0,Below the Line,Detalle,,ALL SHOW,2699344.83
3412-130,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-131,147000.0,89280.34,0.0,Below the Line,Detalle,,SHOOT,57719.66
3412-132,147000.0,144979.03,0.0,Below the Line,Detalle,,SHOOT,2020.9700000000012
3412-133,42000.0,42975.71,0.0,Below the Line,Detalle,,2nd Unit,-975.7099999999991
3412-134,42000.0,60000.0,0.0,Below the Line,Detalle,,2nd Unit,-18000.0
3412-137,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3412-138,50000.0,31867.38,0.0,Below the Line,Detalle,,SHOOT,18132.62
3412-139,50000.0,35811.21,0.0,Below the Line,Detalle,,2nd Unit,14188.79
3416-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3416-003,3000.0,3000.0,0.0,Below the Line,Detalle,,PREP,0.0
3416-004,70000.0,86000.0,0.0,Below the Line,Detalle,,SHOOT,-16000.0
3416-005,0.0,0.0,0.0,Below the Line,Detalle,,WRAP,0.0
3416-008,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3416-009,3000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,3000.0
3416-010,20000.0,24000.0,0.0,Below the Line,Detalle,,2nd Unit,-4000.0
3416-011,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3416-014,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3416-015,16000.0,2587.078,0.0,Below the Line,Detalle,,ALL SHOW,13412.922
3442-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3442-004,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3442-005,51840.0,51866.34,0.0,Below the Line,Detalle,,PREP,-26.339999999996508
3442-006,175000.0,139772.89,0.0,Below the Line,Detalle,,SHOOT,35227.109999999986
3442-007,45000.0,42225.87,0.0,Below the Line,Detalle,,WRAP,2774.1299999999974
3442-010,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3442-011,5880.0,0.0,0.0,Below the Line,Detalle,,SHOOT,5880.0
3442-014,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3442-015,6480.0,2014.0900000000001,0.0,Below the Line,Detalle,,PREP,4465.91
3442-016,5880.0,10841.0,0.0,Below the Line,Detalle,,SHOOT,-4961.0
3442-019,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3442-020,11760.0,0.0,0.0,Below the Line,Detalle,,SHOOT,11760.0
3442-023,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3442-024,32400.0,41754.369999999995,0.0,Below the Line,Detalle,,PREP,-9354.369999999995
3442-025,287280.0,395099.49,0.0,Below the Line,Detalle,,SHOOT,-107819.48999999999
3442-028,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3442-029,38880.0,77054.31,0.0,Below the Line,Detalle,,2nd Unit,-38174.31
3442-032,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3442-033,16200.0,16200.0,0.0,Below the Line,Detalle,,PREP,0.0
3442-034,113400.0,152640.0,0.0,Below the Line,Detalle,,SHOOT,-39240.0
3442-037,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3442-038,17280.0,17280.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3442-040,0.0,1156.86,0.0,Below the Line,Detalle,,2nd Unit,-1156.86
3480-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3480-003,52500.0,47100.0,0.0,Below the Line,Detalle,,SHOOT,5400.0
3480-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3480-007,15000.0,15000.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3480-010,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3480-011,12500.0,10500.0,0.0,Below the Line,Detalle,,SHOOT,2000.0
3485-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3485-003,60000.0,86372.75,0.0,Below the Line,Detalle,,SHOOT,-26372.75
3498-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3498-003,400000.0,360170.23,0.0,Below the Line,Detalle,,ALL SHOW,39829.77000000002
3583-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3583-003,120000.0,90000.0,0.0,Below the Line,Detalle,,SHOOT,30000.0
3583-004,161000.0,209000.0,0.0,Below the Line,Detalle,,SHOOT,-48000.0
3601-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3601-003,24000.0,24000.0,0.0,Below the Line,Detalle,,PREP,0.0
3601-004,56000.0,56000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3601-005,16000.0,16000.0,0.0,Below the Line,Detalle,,WRAP,0.0
3601-008,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3601-009,8000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,8000.0
3601-010,16000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,16000.0
3601-011,8000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,8000.0
3629-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3629-003,145000.0,29057.03,0.0,Below the Line,Detalle,,SHOOT,115942.97
3629-004,90000.0,11484.59,0.0,Below the Line,Detalle,,2nd Unit,78515.41
3629-006,0.0,69700.48,0.0,Below the Line,Detalle,,2nd Unit,-69700.48
3632-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3632-003,625000.0,785657.2,0.0,Below the Line,Detalle,,SHOOT,-160657.19999999995
3632-004,315000.0,2344.97,0.0,Below the Line,Detalle,,SHOOT,312655.03
3632-007,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3632-008,90000.0,89783.47,0.0,Below the Line,Detalle,,2nd Unit,216.52999999999884
3632-009,90000.0,378697.01900000003,0.0,Below the Line,Detalle,,2nd Unit,-288697.01900000003
3632-012,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3632-013,245000.0,67602.57,0.0,Below the Line,Detalle,,SHOOT,177397.43
3632-014,180000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,180000.0
3632-017,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3632-018,1403.12,1403.12,0.0,Below the Line,Detalle,,PREP,0.0
3632-019,5000.0,1836.01,0.0,Below the Line,Detalle,,PREP,3163.99
3632-021,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3633-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3633-003,140000.0,0.0,0.0,Below the Line,Detalle,,SHOOT,140000.0
3633-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3633-007,30000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,30000.0
3683-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-004,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-005,60000.0,34878.26,0.0,Below the Line,Detalle,,PREP,25121.739999999998
3683-006,210000.0,294840.93,0.0,Below the Line,Detalle,,SHOOT,-84840.93
3683-007,30000.0,0.0,0.0,Below the Line,Detalle,,WRAP,30000.0
3683-010,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-011,60000.0,40637.380000000005,0.0,Below the Line,Detalle,,PREP,19362.619999999995
3683-012,210000.0,294642.83,0.0,Below the Line,Detalle,,SHOOT,-84642.83000000002
3683-013,30000.0,0.0,0.0,Below the Line,Detalle,,WRAP,30000.0
3683-016,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-017,45000.0,26158.7,0.0,Below the Line,Detalle,,PREP,18841.3
3683-018,315000.0,440579.56,0.0,Below the Line,Detalle,,SHOOT,-125579.56
3683-019,45000.0,0.0,0.0,Below the Line,Detalle,,WRAP,45000.0
3683-022,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-023,11000.0,6394.35,0.0,Below the Line,Detalle,,PREP,4605.65
3683-024,154000.0,215394.46000000002,0.0,Below the Line,Detalle,,SHOOT,-61394.46000000002
3683-025,11000.0,0.0,0.0,Below the Line,Detalle,,WRAP,11000.0
3683-028,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-029,10800.0,6278.09,0.0,Below the Line,Detalle,,PREP,4521.91
3683-030,151200.0,210149.05000000002,0.0,Below the Line,Detalle,,SHOOT,-58949.05000000002
3683-031,10800.0,0.0,0.0,Below the Line,Detalle,,WRAP,10800.0
3683-034,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-035,5400.0,0.0,0.0,Below the Line,Detalle,,PREP,5400.0
3683-036,75600.0,81319.01000000001,0.0,Below the Line,Detalle,,SHOOT,-5719.010000000009
3683-037,5400.0,0.0,0.0,Below the Line,Detalle,,WRAP,5400.0
3683-040,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-041,10800.0,6278.09,0.0,Below the Line,Detalle,,PREP,4521.91
3683-042,151200.0,210149.04,0.0,Below the Line,Detalle,,SHOOT,-58949.04000000001
3683-043,10800.0,0.0,0.0,Below the Line,Detalle,,WRAP,10800.0
3683-046,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-047,22000.0,12788.7,0.0,Below the Line,Detalle,,PREP,9211.3
3683-048,154000.0,215394.45,0.0,Below the Line,Detalle,,SHOOT,-61394.45000000001
3683-049,22000.0,0.0,0.0,Below the Line,Detalle,,WRAP,22000.0
3683-052,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-053,44000.0,32905.75,0.0,Below the Line,Detalle,,PREP,11094.25
3683-054,154000.0,214040.7,0.0,Below the Line,Detalle,,SHOOT,-60040.70000000001
3683-055,44000.0,8345.99,0.0,Below the Line,Detalle,,WRAP,35654.01
3683-058,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-059,75000.0,43597.83,0.0,Below the Line,Detalle,,PREP,31402.17
3683-060,105000.0,146859.84,0.0,Below the Line,Detalle,,SHOOT,-41859.84
3683-061,30000.0,0.0,0.0,Below the Line,Detalle,,WRAP,30000.0
3683-064,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-065,60000.0,34878.26,0.0,Below the Line,Detalle,,PREP,25121.739999999998
3683-066,105000.0,146859.84,0.0,Below the Line,Detalle,,SHOOT,-41859.84
3683-067,15000.0,0.0,0.0,Below the Line,Detalle,,WRAP,15000.0
3683-070,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-071,15000.0,8719.57,0.0,Below the Line,Detalle,,PREP,6280.43
3683-072,105000.0,146859.84,0.0,Below the Line,Detalle,,SHOOT,-41859.84
3683-073,15000.0,0.0,0.0,Below the Line,Detalle,,WRAP,15000.0
3683-076,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-077,60000.0,34878.26,0.0,Below the Line,Detalle,,PREP,25121.739999999998
3683-078,105000.0,146859.84,0.0,Below the Line,Detalle,,SHOOT,-41859.84
3683-079,15000.0,0.0,0.0,Below the Line,Detalle,,WRAP,15000.0
3683-082,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-083,22000.0,12788.7,0.0,Below the Line,Detalle,,PREP,9211.3
3683-084,154000.0,215394.45,0.0,Below the Line,Detalle,,SHOOT,-61394.45000000001
3683-085,22000.0,0.0,0.0,Below the Line,Detalle,,WRAP,22000.0
3683-088,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-089,60000.0,34878.26,0.0,Below the Line,Detalle,,PREP,25121.739999999998
3683-090,105000.0,146859.84,0.0,Below the Line,Detalle,,SHOOT,-41859.84
3683-091,15000.0,0.0,0.0,Below the Line,Detalle,,WRAP,15000.0
3683-094,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-095,22000.0,12788.7,0.0,Below the Line,Detalle,,PREP,9211.3
3683-096,154000.0,215394.45,0.0,Below the Line,Detalle,,SHOOT,-61394.45000000001
3683-097,22000.0,0.0,0.0,Below the Line,Detalle,,WRAP,22000.0
3683-100,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-101,157500.0,217520.75,0.0,Below the Line,Detalle,,SHOOT,-60020.75
3683-104,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-105,196000.0,270692.46,0.0,Below the Line,Detalle,,SHOOT,-74692.46000000002
3683-108,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-109,392000.0,543107.92,0.0,Below the Line,Detalle,,SHOOT,-151107.92000000004
3683-112,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-113,196000.0,33532.85,0.0,Below the Line,Detalle,,SHOOT,162467.15
3683-116,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-117,8000.0,0.0,0.0,Below the Line,Detalle,,PREP,8000.0
3683-118,196000.0,0.0,0.0,Below the Line,Detalle,,SHOOT,196000.0
3683-119,4000.0,0.0,0.0,Below the Line,Detalle,,WRAP,4000.0
3683-122,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-123,63750.0,0.0,0.0,Below the Line,Detalle,,SHOOT,63750.0
3683-126,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-127,35000.0,35000.0,0.0,Below the Line,Detalle,,PREP,0.0
3683-128,35000.0,35000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3683-129,20000.0,30000.0,0.0,Below the Line,Detalle,,WRAP,-10000.0
3683-132,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-134,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-136,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-137,45000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,45000.0
3683-138,90000.0,107807.45,0.0,Below the Line,Detalle,,2nd Unit,-17807.449999999997
3683-141,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-142,10800.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,10800.0
3683-143,21600.0,8345.36,0.0,Below the Line,Detalle,,2nd Unit,13254.64
3683-144,10800.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,10800.0
3683-147,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-148,15000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,15000.0
3683-149,30000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,30000.0
3683-150,15000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,15000.0
3683-153,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-154,112000.0,74837.01000000001,0.0,Below the Line,Detalle,,2nd Unit,37162.98999999999
3683-157,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-158,45000.0,509326.0,0.0,Below the Line,Detalle,,2nd Unit,-464326.0
3683-161,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-162,56000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,56000.0
3683-165,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-166,30000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,30000.0
3683-169,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-170,15000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,15000.0
3683-171,30000.0,99252.12,0.0,Below the Line,Detalle,,2nd Unit,-69252.12
3683-172,7500.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,7500.0
3683-175,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-176,11000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,11000.0
3683-179,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-180,22000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,22000.0
3683-181,44000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,44000.0
3683-182,11000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,11000.0
3683-185,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-186,11000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,11000.0
3683-187,44000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,44000.0
3683-188,11000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,11000.0
3683-191,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-192,12000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,12000.0
3683-193,48000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,48000.0
3683-194,8000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,8000.0
3683-197,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3683-198,11250.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,11250.0
3683-199,45000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,45000.0
3683-200,7500.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,7500.0
3683-202,0.0,285530.46,0.0,Below the Line,Detalle,,2nd Unit,-285530.46
3683-204,0.0,72998.0,0.0,Below the Line,Detalle,,ALL SHOW,-72998.0
3698-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3698-003,50000.0,174781.0,0.0,Below the Line,Detalle,,SHOOT,-124781.0
3716-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3716-003,90000.0,16400.0,0.0,Below the Line,Detalle,,ALL SHOW,73600.0
3793-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3793-003,720000.0,880000.0,0.0,Below the Line,Detalle,,ALL SHOW,-160000.0
3807-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3807-003,50400.0,50400.0,0.0,Below the Line,Detalle,,POST,0.0
3807-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3807-007,84000.0,84000.0,0.0,Below the Line,Detalle,,POST,0.0
3807-010,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3807-011,152000.0,152000.0,0.0,Below the Line,Detalle,,POST,0.0
3807-012,152000.0,152000.0,0.0,Below the Line,Detalle,,POST,0.0
3813-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3813-003,197118.96,218577.97999999998,0.0,Below the Line,Detalle,,POST,-21459.01999999999
3894-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3894-003,96000.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,96000.0
3894-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3894-007,15500.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,15500.0
3901-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-003,2250.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,2250.0
3901-004,2250.0,11532.630000000001,0.0,Below the Line,Detalle,,ALL SHOW,-9282.630000000001
3901-007,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-008,2451.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,2451.0
3901-009,2250.0,4551.0,0.0,Below the Line,Detalle,,ALL SHOW,-2301.0
3901-012,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-013,2250.0,4809.49,0.0,Below the Line,Detalle,,ALL SHOW,-2559.49
3901-014,2250.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,2250.0
3901-017,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-018,2250.0,3458.69,0.0,Below the Line,Detalle,,ALL SHOW,-1208.69
3901-019,2250.0,3827.73,0.0,Below the Line,Detalle,,ALL SHOW,-1577.73
3901-022,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-023,2250.0,2128.05,0.0,Below the Line,Detalle,,ALL SHOW,121.94999999999982
3901-024,2250.0,1988.94,0.0,Below the Line,Detalle,,ALL SHOW,261.05999999999995
3901-027,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3901-028,2250.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,2250.0
