ACCT,BUDGET,COST TO DATE,COMMITMENTS,TIPO,REF,GEN_ACCT,Etapa,VARIANCE
3003-017,5175.0,3450.0,0.0,Below the Line,Detalle,,WRAP,1725.0
3003-020,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3003-021,5175.0,3450.0,0.0,Below the Line,Detalle,,PREP,1725.0
3003-022,72450.0,72450.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3003-023,5175.0,8450.0,0.0,Below the Line,Detalle,,WRAP,-3275.0
3003-026,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3003-027,6037.5,0.0,0.0,Below the Line,Detalle,,2nd Unit,6037.5
3003-028,24150.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,24150.0
3003-029,6037.5,0.0,0.0,Below the Line,Detalle,,2nd Unit,6037.5
3003-032,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3003-033,4887.5,0.0,0.0,Below the Line,Detalle,,2nd Unit,4887.5
3003-034,19550.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,19550.0
3003-035,4887.5,0.0,0.0,Below the Line,Detalle,,2nd Unit,4887.5
3003-038,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3003-039,5175.0,6900.0,0.0,Below the Line,Detalle,,2nd Unit,-1725.0
3003-040,20700.0,20700.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3003-041,5175.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,5175.0
3003-044,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3003-045,5175.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,5175.0
3003-046,20700.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,20700.0
3003-047,5175.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,5175.0
3004-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3004-003,0.0,0.0,0.0,Below the Line,Detalle,,PREP,0.0
3004-004,68425.0,68425.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3004-005,4887.5,3258.32,0.0,Below the Line,Detalle,,WRAP,1629.1799999999998
3004-008,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3004-009,0.0,0.0,0.0,Below the Line,Detalle,,PREP,0.0
3004-010,19550.0,0.0,0.0,Below the Line,Detalle,,SHOOT,19550.0
3004-011,4887.5,0.0,0.0,Below the Line,Detalle,,WRAP,4887.5
3004-014,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3004-015,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3004-016,19550.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,19550.0
3004-017,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3085-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3085-003,115000.0,11296.55,0.0,Below the Line,Detalle,,ALL SHOW,103703.45
3085-004,120000.0,57844.82,0.0,Below the Line,Detalle,,ALL SHOW,62155.18
3091-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3091-003,60000.0,20500.0,0.0,Below the Line,Detalle,,SHOOT,39500.0
3091-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3091-007,33750.0,54633.33,0.0,Below the Line,Detalle,,2nd Unit,-20883.33
3098-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3098-003,80000.0,0.0,0.0,Below the Line,Detalle,,ALL SHOW,80000.0
3101-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3101-003,21000.0,21000.0,0.0,Below the Line,Detalle,,SOFT,0.0
3101-004,378000.0,378000.0,0.0,Below the Line,Detalle,,PREP,0.0
3101-005,367500.0,367500.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3101-006,100000.0,100000.0,0.0,Below the Line,Detalle,,WRAP,0.0
3101-009,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3101-010,52500.0,52500.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3101-011,70000.0,70000.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3101-013,0.0,14000.0,0.0,Below the Line,Detalle,,2nd Unit,-14000.0
3102-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3102-003,13125.0,4333.33,0.0,Below the Line,Detalle,,PREP,8791.67
3102-004,183750.0,182000.0,0.0,Below the Line,Detalle,,SHOOT,1750.0
3102-005,0.0,0.0,0.0,Below the Line,Detalle,,WRAP,0.0
3102-008,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3102-009,13125.0,13125.0,0.0,Below the Line,Detalle,,PREP,0.0
3102-010,183750.0,183750.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3102-011,0.0,0.0,0.0,Below the Line,Detalle,,WRAP,0.0
3102-014,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3102-015,13125.0,13000.0,0.0,Below the Line,Detalle,,2nd Unit,125.0
3102-016,52500.0,52000.0,0.0,Below the Line,Detalle,,2nd Unit,500.0
3102-019,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3102-020,13125.0,17500.0,0.0,Below the Line,Detalle,,2nd Unit,-4375.0
3102-021,52500.0,52500.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3102-024,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3102-025,75833.29,93333.32,0.0,Below the Line,Detalle,,SHOOT,-17500.030000000013
3102-028,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3102-029,4375.0,4375.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3102-031,0.0,21666.66,0.0,Below the Line,Detalle,,SHOOT,-21666.66
3104-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3104-003,21500.0,19706.5,0.0,Below the Line,Detalle,,PREP,1793.5
3104-004,150500.0,157666.66,0.0,Below the Line,Detalle,,SHOOT,-7166.6600000000035
3104-007,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3104-008,10750.0,3583.33,0.0,Below the Line,Detalle,,PREP,7166.67
3104-009,150500.0,150500.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3104-012,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3104-013,10750.0,10750.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3104-014,43000.0,50166.66,0.0,Below the Line,Detalle,,2nd Unit,-7166.6600000000035
3104-017,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3104-018,10750.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,10750.0
3104-019,43000.0,15000.0,0.0,Below the Line,Detalle,,2nd Unit,28000.0
3104-022,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3104-023,46583.29,7166.66,0.0,Below the Line,Detalle,,SHOOT,39416.630000000005
3104-026,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3104-027,3583.33,17500.0,0.0,Below the Line,Detalle,,SHOOT,-13916.67
3104-029,0.0,35083.31,0.0,Below the Line,Detalle,,SHOOT,-35083.31
3108-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3108-003,0.0,0.0,0.0,Below the Line,Detalle,,PREP,0.0
3108-004,98000.0,56000.0,0.0,Below the Line,Detalle,,SHOOT,42000.0
3108-007,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3108-008,28000.0,70000.0,0.0,Below the Line,Detalle,,2nd Unit,-42000.0
3109-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3109-003,9250.0,0.0,0.0,Below the Line,Detalle,,PREP,9250.0
3109-004,129500.0,140000.0,0.0,Below the Line,Detalle,,SHOOT,-10500.0
3109-007,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3109-008,36000.0,43333.0,0.0,Below the Line,Detalle,,2nd Unit,-7333.0
3109-010,0.0,20000.0,0.0,Below the Line,Detalle,,2nd Unit,-20000.0
3110-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3110-003,125000.0,64700.0,0.0,Below the Line,Detalle,,SHOOT,60300.0
3112-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3112-003,238000.0,238000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3112-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3112-007,34000.0,34000.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3145-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-003,8625.0,0.0,0.0,Below the Line,Detalle,,PREP,8625.0
3145-004,120750.0,120750.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3145-005,8625.0,5750.0,0.0,Below the Line,Detalle,,WRAP,2875.0
3145-008,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-009,8625.0,5750.0,0.0,Below the Line,Detalle,,PREP,2875.0
3145-010,120750.0,120750.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3145-011,8625.0,5750.0,0.0,Below the Line,Detalle,,WRAP,2875.0
3145-014,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-015,7500.0,7500.0,0.0,Below the Line,Detalle,,PREP,0.0
3145-016,105000.0,107500.0,0.0,Below the Line,Detalle,,SHOOT,-2500.0
3145-019,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-020,7500.0,7500.0,0.0,Below the Line,Detalle,,PREP,0.0
3145-021,105000.0,77500.0,0.0,Below the Line,Detalle,,SHOOT,27500.0
3145-024,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-025,7500.0,5000.0,0.0,Below the Line,Detalle,,PREP,2500.0
3145-026,105000.0,105000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3145-029,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-030,3750.0,3750.0,0.0,Below the Line,Detalle,,PREP,0.0
3145-031,52500.0,56250.0,0.0,Below the Line,Detalle,,SHOOT,-3750.0
3145-034,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-035,9000.0,0.0,0.0,Below the Line,Detalle,,SHOOT,9000.0
3145-038,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-039,8625.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,8625.0
3145-040,34500.0,63250.0,0.0,Below the Line,Detalle,,2nd Unit,-28750.0
3145-041,8625.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,8625.0
3145-044,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-045,8625.0,11500.0,0.0,Below the Line,Detalle,,2nd Unit,-2875.0
3145-046,34500.0,34500.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3145-047,8625.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,8625.0
3145-050,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-051,7500.0,7500.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3145-052,30000.0,45000.0,0.0,Below the Line,Detalle,,2nd Unit,-15000.0
3145-055,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-056,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3145-059,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-060,8625.0,0.0,0.0,Below the Line,Detalle,,SHOOT,8625.0
3145-063,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3145-064,8625.0,9875.0,0.0,Below the Line,Detalle,,SHOOT,-1250.0
3145-066,0.0,34749.990000000005,0.0,Below the Line,Detalle,,SHOOT,-34749.990000000005
3145-068,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3145-070,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3185-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3185-003,120000.0,67265.44,0.0,Below the Line,Detalle,,ALL SHOW,52734.56
3192-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3192-003,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-004,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-005,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-006,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-007,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-008,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-009,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-010,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-011,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-012,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-013,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-014,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3192-015,252000.0,134000.0,0.0,Below the Line,Detalle,,SHOOT,118000.0
3192-018,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3192-019,72000.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,72000.0
3192-021,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-004,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-005,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-006,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-007,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-008,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-009,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-010,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-011,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-012,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-013,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-014,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-015,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-016,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-017,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-018,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-019,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-020,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-021,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-022,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-023,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-024,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-025,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-026,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-027,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-028,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-029,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-030,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-031,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-032,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-033,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-034,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-035,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-036,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-037,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-038,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-039,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-040,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-041,2414076.0,2414076.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-044,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-045,2110037.4,2110037.4,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-048,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-049,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-050,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-051,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-052,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-053,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-054,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-055,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-056,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-057,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-058,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-059,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-060,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-061,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-062,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-063,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-064,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-065,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-066,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-067,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-068,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-069,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-070,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-071,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-072,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-073,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-074,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-075,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-076,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-077,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-078,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-079,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-080,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-081,0.0,0.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-082,764239.0,764239.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-085,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-086,253876.0,253876.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3193-089,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-090,286068.72,673533.8799999999,0.0,Below the Line,Detalle,,SHOOT,-387465.1599999999
3193-093,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-094,172000.0,183373.28,0.0,Below the Line,Detalle,,SHOOT,-11373.279999999999
3193-097,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-098,119000.0,119000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-099,94500.0,61600.0,0.0,Below the Line,Detalle,,SHOOT,32900.0
3193-100,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-101,49000.0,49000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-102,0.0,0.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-103,52500.0,52500.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-104,49000.0,49000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3193-105,189000.0,196500.0,0.0,Below the Line,Detalle,,SHOOT,-7500.0
3193-106,120000.0,146000.0,0.0,Below the Line,Detalle,,SHOOT,-26000.0
3193-107,63000.0,63400.0,0.0,Below the Line,Detalle,,SHOOT,-400.0
3193-110,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-111,90000.0,91800.0,0.0,Below the Line,Detalle,,SHOOT,-1800.0
3193-114,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3193-115,294000.0,366172.78,0.0,Below the Line,Detalle,,2nd Unit,-72172.78000000003
3193-117,0.0,112500.0,0.0,Below the Line,Detalle,,2nd Unit,-112500.0
3193-119,0.0,48600.0,0.0,Below the Line,Detalle,,2nd Unit,-48600.0
3198-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3198-003,300000.0,30357.0,0.0,Below the Line,Detalle,,SHOOT,269643.0
3201-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3201-003,16000.0,16000.0,0.0,Below the Line,Detalle,,PREP,0.0
3201-004,112000.0,120700.0,0.0,Below the Line,Detalle,,SHOOT,-8700.0
3201-005,84000.0,120500.0,0.0,Below the Line,Detalle,,SHOOT,-36500.0
3201-006,63000.0,63000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3201-007,98000.0,98000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3201-008,8500.0,14533.33,0.0,Below the Line,Detalle,,SHOOT,-6033.33
3201-011,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3201-012,32000.0,11000.0,0.0,Below the Line,Detalle,,2nd Unit,21000.0
3201-013,24000.0,24000.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3201-014,18000.0,24000.0,0.0,Below the Line,Detalle,,2nd Unit,-6000.0
3201-015,28000.0,28000.0,0.0,Below the Line,Detalle,,2nd Unit,0.0
3220-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3220-003,294000.0,517000.0,0.0,Below the Line,Detalle,,SHOOT,-223000.0
3220-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3220-007,84000.0,165450.76,0.0,Below the Line,Detalle,,2nd Unit,-81450.76000000001
3220-010,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3220-011,42000.0,0.0,0.0,Below the Line,Detalle,,SHOOT,42000.0
3220-014,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3220-015,12000.0,28000.0,0.0,Below the Line,Detalle,,2nd Unit,-16000.0
3220-018,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3220-019,28000.0,36000.0,0.0,Below the Line,Detalle,,SHOOT,-8000.0
3220-020,2500.0,0.0,0.0,Below the Line,Detalle,,SHOOT,2500.0
3292-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3292-003,126000.0,126000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3292-006,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3292-007,27000.0,32250.0,0.0,Below the Line,Detalle,,2nd Unit,-5250.0
3294-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3294-003,20000.0,13125.76,0.0,Below the Line,Detalle,,ALL SHOW,6874.24
3298-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3298-003,20000.0,35017.56,0.0,Below the Line,Detalle,,ALL SHOW,-15017.559999999998
3305-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3305-003,19000.0,19000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3305-004,20000.0,20000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3305-005,4500.0,4500.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3305-006,12000.0,12000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3305-007,78000.0,320700.0,0.0,Below the Line,Detalle,,SHOOT,-242700.0
3305-010,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3305-011,32000.0,32000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3401-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3401-003,4400.0,23187.047,0.0,Below the Line,Detalle,,PREP,-18787.047
3401-004,22356.0,22226.89,0.0,Below the Line,Detalle,,PREP,129.11000000000058
3401-005,3876.45,2013.45,0.0,Below the Line,Detalle,,PREP,1862.9999999999998
3401-008,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3401-009,1504.68,1355.5,0.0,Below the Line,Detalle,,PREP,149.18000000000006
3401-010,1809.6,6659.33,0.0,Below the Line,Detalle,,PREP,-4849.73
3401-011,11948.76,18153.448,0.0,Below the Line,Detalle,,PREP,-6204.688
3401-012,1787.5,2860.0,0.0,Below the Line,Detalle,,PREP,-1072.5
3401-013,4353.44,4353.45,0.0,Below the Line,Detalle,,PREP,-0.010000000000218279
3401-014,17333.47,17202.64,0.0,Below the Line,Detalle,,PREP,130.83000000000175
3401-015,251.0,563.48,0.0,Below the Line,Detalle,,PREP,-312.48
3401-016,0.0,0.0,0.0,Below the Line,Detalle,,PREP,0.0
3401-017,8449.05,9351.74,0.0,Below the Line,Detalle,,PREP,-902.6900000000005
3401-020,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3401-021,12000.0,15878.0,0.0,Below the Line,Detalle,,PREP,-3878.0
3401-022,27.0,564.804,0.0,Below the Line,Detalle,,PREP,-537.804
3401-023,12000.0,16039.0,0.0,Below the Line,Detalle,,PREP,-4039.0
3401-024,5300.0,7700.0,0.0,Below the Line,Detalle,,PREP,-2400.0
3401-025,47.41,47.41,0.0,Below the Line,Detalle,,PREP,0.0
3401-026,3000.0,0.0,0.0,Below the Line,Detalle,,PREP,3000.0
3401-027,191.0,0.0,0.0,Below the Line,Detalle,,PREP,191.0
3401-030,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3401-031,16508.0,16508.0,0.0,Below the Line,Detalle,,PREP,0.0
3401-032,8670.0,8670.0,0.0,Below the Line,Detalle,,PREP,0.0
3401-033,22435.98,22436.0,0.0,Below the Line,Detalle,,PREP,-0.020000000000436557
3401-034,20160.0,20601.0,0.0,Below the Line,Detalle,,PREP,-441.0
3401-035,7494.0,7489.0,0.0,Below the Line,Detalle,,PREP,5.0
3401-036,10125.0,10110.0,0.0,Below the Line,Detalle,,PREP,15.0
3401-037,17953.4,15080.0,0.0,Below the Line,Detalle,,PREP,2873.4000000000015
3401-038,2798.0,3590.0,0.0,Below the Line,Detalle,,PREP,-792.0
3401-041,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3401-042,55000.0,104225.04,0.0,Below the Line,Detalle,,PREP,-49225.03999999999
3402-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3402-003,105000.0,120750.0,0.0,Below the Line,Detalle,,SOFT,-15750.0
3402-004,189000.0,173250.0,0.0,Below the Line,Detalle,,PREP,15750.0
3402-005,147000.0,147000.0,0.0,Below the Line,Detalle,,SHOOT,0.0
3402-006,63000.0,49000.0,0.0,Below the Line,Detalle,,WRAP,14000.0
3403-002,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3403-003,98000.0,88200.0,0.0,Below the Line,Detalle,,PREP,9800.0
3403-004,98000.0,88200.0,0.0,Below the Line,Detalle,,SHOOT,9800.0
3403-005,56000.0,50400.0,0.0,Below the Line,Detalle,,WRAP,5600.0
3403-008,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3403-009,31500.0,42000.0,0.0,Below the Line,Detalle,,SOFT,-10500.0
3403-010,101250.0,94500.0,0.0,Below the Line,Detalle,,PREP,6750.0
3403-011,78750.0,73500.0,0.0,Below the Line,Detalle,,SHOOT,5250.0
3403-014,0.0,0.0,0.0,Below the Line,Detalle,,,0.0
3403-015,90000.0,94500.0,0.0,Below the Line,Detalle,,PREP,-4500.0
